step,value
50,0.17978020012378693
100,0.15742218494415283
150,0.18575341999530792
200,0.2200116515159607
250,0.2778005599975586
300,0.27951952815055847
350,0.3008597195148468
400,0.2997358739376068
450,0.31134793162345886
500,0.3038347363471985
550,0.331643283367157
600,0.31910645961761475
650,0.3596370816230774
700,0.34302061796188354
750,0.30745917558670044
800,0.3703855574131012
850,0.3633752465248108
900,0.3624321222305298
950,0.37775859236717224
1000,0.36457663774490356
1050,0.32214194536209106
1100,0.390860378742218
1150,0.41643160581588745
1200,0.38834941387176514
1250,0.40595683455467224
1300,0.38930726051330566
1350,0.4266877770423889
1400,0.42513176798820496
1450,0.423442542552948
1500,0.4087364673614502
1550,0.488312304019928
1600,0.48262903094291687
1650,0.46335119009017944
1700,0.45626142621040344
1750,0.4906037747859955
1800,0.49006757140159607
1850,0.5052386522293091
1900,0.4492148160934448
1950,0.4748989939689636
2000,0.5172759294509888
2050,0.5227866768836975
2100,0.5378604531288147
2150,0.5247968435287476
2200,0.506237268447876
2250,0.5638278126716614
2300,0.5239204168319702
2350,0.5134657621383667
2400,0.5780477523803711
2450,0.5972671508789062
2500,0.5958882570266724
2550,0.5919329524040222
2600,0.5969330072402954
2650,0.5948377847671509
2700,0.5595399141311646
2750,0.5909171104431152
2800,0.6182166934013367
2850,0.6049078702926636
2900,0.6333316564559937
2950,0.6455140709877014
3000,0.6093482971191406
3050,0.6497776508331299
3100,0.6307593584060669
3150,0.6275196671485901
3200,0.6400865912437439
3250,0.6446492671966553
3300,0.6253237128257751
3350,0.6546322107315063
3400,0.6638221740722656
3450,0.6437851786613464
3500,0.6618640422821045
3550,0.6672709584236145
3600,0.6341491937637329
3650,0.6463053226470947
3700,0.6597033739089966
3750,0.632427453994751
3800,0.6461764574050903
3850,0.6560051441192627
3900,0.6468911170959473
3950,0.6585808992385864
4000,0.6135287880897522
4050,0.6202213764190674
4100,0.6297405958175659
4150,0.6201092004776001
4200,0.6433639526367188
4250,0.6506104469299316
4300,0.6314883232116699
4350,0.5985534191131592
4400,0.5962074398994446
4450,0.6230131387710571
4500,0.610930323600769
4550,0.6149829030036926
4600,0.5781397819519043
4650,0.6053606867790222
4700,0.5991783738136292
4750,0.5993784666061401
4800,0.5916392207145691
4850,0.5745586156845093
4900,0.5939508676528931
4950,0.5544260740280151
5000,0.5591800212860107
5050,0.5602127313613892
5100,0.5332819223403931
5150,0.5332579612731934
5200,0.5567392110824585
5250,0.5588223338127136
5300,0.5251588821411133
5350,0.5175883769989014
5400,0.513229489326477
5450,0.5238227844238281
5500,0.5000108480453491
5550,0.5188118815422058
5600,0.5192553400993347
5650,0.49474620819091797
5700,0.50803142786026
5750,0.48315316438674927
5800,0.4860385060310364
5850,0.5012986063957214
5900,0.5033668279647827
5950,0.4817754626274109
6000,0.46545347571372986
6050,0.4855872094631195
6100,0.49013030529022217
6150,0.47871315479278564
6200,0.4449161887168884
6250,0.4654575288295746
6300,0.46556171774864197
6350,0.4622063636779785
6400,0.47524458169937134
6450,0.46464061737060547
6500,0.44925060868263245
6550,0.4670258164405823
6600,0.4297370910644531
6650,0.4478217363357544
6700,0.43610310554504395
6750,0.4287967383861542
6800,0.4295746088027954
6850,0.45685169100761414
6900,0.424502968788147
6950,0.43822240829467773
7000,0.4396769106388092
7050,0.43222227692604065
7100,0.42934876680374146
7150,0.4375404417514801
7200,0.41505518555641174
7250,0.4323650896549225
7300,0.4143824279308319
7350,0.4238944947719574
7400,0.4197723865509033
7450,0.41814982891082764
7500,0.42072445154190063
7550,0.4292159080505371
7600,0.4217135012149811
7650,0.40776821970939636
7700,0.4324173927307129
7750,0.41641977429389954
7800,0.4059012532234192
7850,0.4155055582523346
7900,0.4199589490890503
7950,0.4054633677005768
8000,0.4137515723705292
8050,0.4071112275123596
8100,0.4051351249217987
8150,0.3844512104988098
8200,0.3962564766407013
8250,0.39786750078201294
8300,0.40789109468460083
8350,0.3907647728919983
8400,0.4029389023780823
8450,0.406687468290329
8500,0.3868088126182556
8550,0.3984915018081665
8600,0.40520766377449036
8650,0.4043719470500946
8700,0.418971449136734
8750,0.4071226119995117
8800,0.41025346517562866
8850,0.40942850708961487
8900,0.407565176486969
8950,0.3824235200881958
9000,0.38161250948905945
9050,0.3838578760623932
9100,0.38328272104263306
9150,0.40022528171539307
9200,0.3983768820762634
9250,0.3940519690513611
9300,0.3842868208885193
9350,0.3923637270927429
9400,0.3727157413959503
9450,0.370895117521286
9500,0.3880501687526703
9550,0.38517114520072937
9600,0.3922257721424103
9650,0.3708055317401886
9700,0.38278618454933167
9750,0.37360379099845886
9800,0.3745056092739105
9850,0.38819071650505066
9900,0.3863317370414734
9950,0.39096078276634216
10000,0.3700443506240845
10050,0.3691105544567108
10100,0.37880179286003113
10150,0.38063693046569824
10200,0.3634747266769409
10250,0.35877692699432373
10300,0.3644157350063324
10350,0.36280059814453125
10400,0.38321834802627563
10450,0.365632563829422
10500,0.35760051012039185
10550,0.3776019215583801
10600,0.3553021252155304
10650,0.34916263818740845
10700,0.3757812976837158
10750,0.3667460083961487
10800,0.36418747901916504
10850,0.3588337004184723
10900,0.3554829955101013
10950,0.37785279750823975
11000,0.35456010699272156
11050,0.3620718717575073
11100,0.36615103483200073
11150,0.3547768294811249
11200,0.3453615605831146
11250,0.3764393925666809
11300,0.34636029601097107
11350,0.36054638028144836
11400,0.3490976095199585
11450,0.36563706398010254
11500,0.34839895367622375
11550,0.35057246685028076
11600,0.35526010394096375
11650,0.33932745456695557
11700,0.34628787636756897
11750,0.3314458131790161
11800,0.3566751480102539
