step,value
50,0.3586243987083435
100,0.4824489951133728
150,0.6282484531402588
200,0.7002948522567749
250,0.7245789766311646
300,0.7679740190505981
350,0.8195456266403198
400,0.8555682897567749
450,0.8704893589019775
500,0.8752726912498474
550,0.9025551080703735
600,0.9079167246818542
650,0.9333517551422119
700,0.9208105802536011
750,0.945526659488678
800,0.9417263269424438
850,0.9482089877128601
900,0.9370565414428711
950,0.9473540782928467
1000,0.9516290426254272
1050,0.951197624206543
1100,0.9538275003433228
1150,0.9598186016082764
1200,0.9554610848426819
1250,0.9583028554916382
1300,0.960760235786438
1350,0.9625587463378906
1400,0.9579432010650635
1450,0.9630563259124756
1500,0.9640737175941467
1550,0.9662023186683655
1600,0.9635607004165649
1650,0.969352126121521
1700,0.9706142544746399
1750,0.9722351431846619
1800,0.9740310311317444
1850,0.9693526029586792
1900,0.9687884449958801
1950,0.9758671522140503
2000,0.9691646099090576
2050,0.9731391668319702
2100,0.9753105044364929
2150,0.9683387875556946
2200,0.9713155031204224
2250,0.9702672958374023
2300,0.976696252822876
2350,0.9624742865562439
2400,0.9711852073669434
2450,0.975066602230072
2500,0.9743615388870239
2550,0.9706807136535645
2600,0.9772803783416748
2650,0.9779276847839355
2700,0.9801490306854248
2750,0.976960301399231
2800,0.9796413779258728
2850,0.9747793674468994
2900,0.9768765568733215
2950,0.971257209777832
3000,0.9779982566833496
3050,0.9769445657730103
3100,0.9810763597488403
3150,0.9785304069519043
3200,0.9760680198669434
3250,0.9780242443084717
3300,0.9774426221847534
3350,0.9799492955207825
3400,0.9760689735412598
3450,0.9809708595275879
3500,0.9829798340797424
3550,0.9766225814819336
3600,0.9817317724227905
3650,0.9748166799545288
3700,0.9810728430747986
3750,0.976794421672821
3800,0.9824877381324768
3850,0.9806500673294067
3900,0.9789727926254272
3950,0.9810674786567688
4000,0.9810177087783813
4050,0.9787845015525818
4100,0.9735718965530396
4150,0.9771143198013306
4200,0.9832314252853394
4250,0.980846107006073
4300,0.9837865829467773
4350,0.979910671710968
4400,0.977496862411499
4450,0.9795949459075928
4500,0.9788883924484253
4550,0.9774613380432129
4600,0.9798479676246643
4650,0.9751073122024536
4700,0.9803910255432129
4750,0.9772868156433105
4800,0.9810532331466675
4850,0.9853308796882629
4900,0.9758083820343018
4950,0.9865359663963318
5000,0.9710806608200073
5050,0.9798285365104675
5100,0.9753000140190125
5150,0.9828521013259888
5200,0.9766868352890015
5250,0.9827377796173096
5300,0.9811953902244568
5350,0.9771206378936768
5400,0.9804691076278687
5450,0.9849790930747986
5500,0.9763274192810059
5550,0.9788944721221924
5600,0.9823868870735168
5650,0.9830354452133179
5700,0.9795573949813843
5750,0.9805812239646912
5800,0.9816631078720093
5850,0.9812480211257935
5900,0.9800122380256653
5950,0.9854871034622192
6000,0.9835981130599976
6050,0.9861005544662476
6100,0.9802948832511902
6150,0.9779055118560791
6200,0.9781917333602905
6250,0.9830371737480164
6300,0.9853705167770386
6350,0.985373854637146
6400,0.9757260084152222
6450,0.9796966314315796
6500,0.9872568845748901
6550,0.9828053712844849
6600,0.9846253991127014
6650,0.9800934791564941
6700,0.9781315326690674
6750,0.9836972951889038
6800,0.980057418346405
6850,0.9858351945877075
6900,0.9795893430709839
6950,0.984775185585022
7000,0.9801439046859741
7050,0.9845134019851685
7100,0.9904407262802124
7150,0.9825770258903503
7200,0.9843564033508301
7250,0.9796015024185181
7300,0.983722448348999
7350,0.9842631816864014
