step,value
50,0.14266467094421387
100,0.2095891833305359
150,0.2419346123933792
200,0.22302702069282532
250,0.2361006885766983
300,0.20081742107868195
350,0.19632668793201447
400,0.20124787092208862
450,0.19829528033733368
500,0.1910460740327835
550,0.17905347049236298
600,0.18160094320774078
650,0.16757187247276306
700,0.155263751745224
750,0.14275722205638885
800,0.13456782698631287
850,0.125417560338974
900,0.12443742901086807
950,0.12189319729804993
1000,0.11530344188213348
1050,0.11565854400396347
1100,0.1071743592619896
1150,0.10640263557434082
1200,0.10564770549535751
1250,0.10847339779138565
1300,0.10636740922927856
1350,0.09773754328489304
1400,0.09572575986385345
1450,0.08972863852977753
1500,0.088497094810009
1550,0.08571134507656097
1600,0.0824158564209938
1650,0.08012252300977707
1700,0.07713929563760757
1750,0.07518261671066284
1800,0.07316640019416809
1850,0.07019820064306259
1900,0.06538552045822144
1950,0.06292711943387985
2000,0.06612347811460495
2050,0.06248897314071655
2100,0.06217047944664955
2150,0.06324386596679688
2200,0.06328953802585602
2250,0.06352832168340683
2300,0.06187122315168381
2350,0.06259744614362717
2400,0.06037988141179085
2450,0.05939864739775658
2500,0.0615040622651577
2550,0.05795951187610626
2600,0.055943720042705536
2650,0.06373900175094604
2700,0.05658697336912155
2750,0.05794094502925873
2800,0.05979707092046738
2850,0.054760608822107315
2900,0.05486936867237091
2950,0.05585426092147827
3000,0.05648186430335045
3050,0.0551249161362648
3100,0.05545533075928688
3150,0.05391383543610573
3200,0.055597491562366486
3250,0.05497822165489197
3300,0.05363969877362251
3350,0.05477349832653999
3400,0.05465134605765343
3450,0.05816269293427467
3500,0.055386461317539215
3550,0.054166048765182495
3600,0.05591578036546707
3650,0.05787135660648346
3700,0.054297205060720444
3750,0.05519027262926102
3800,0.05247147008776665
3850,0.05557597056031227
3900,0.05772068724036217
3950,0.05361571162939072
4000,0.054389286786317825
4050,0.055025022476911545
4100,0.05446871742606163
4150,0.05345204472541809
4200,0.05502580851316452
4250,0.053365036845207214
4300,0.05462354049086571
4350,0.054161231964826584
4400,0.05218466743826866
4450,0.053573157638311386
4500,0.05467960610985756
4550,0.05360132083296776
4600,0.05521354451775551
4650,0.055298980325460434
4700,0.055445339530706406
4750,0.05576787143945694
4800,0.05401274189352989
4850,0.052311040461063385
4900,0.05560093745589256
4950,0.057281721383333206
5000,0.05893116071820259
5050,0.056028202176094055
5100,0.05819986015558243
5150,0.05383208021521568
5200,0.0538283996284008
5250,0.054143406450748444
5300,0.05439386144280434
5350,0.053667858242988586
5400,0.054683323949575424
5450,0.05477176234126091
5500,0.05436082184314728
5550,0.05777115747332573
5600,0.05344609543681145
5650,0.054467059671878815
5700,0.05653849244117737
5750,0.054116666316986084
5800,0.05232981964945793
5850,0.053141072392463684
5900,0.05594933032989502
5950,0.05649781599640846
6000,0.052235931158065796
6050,0.053149186074733734
6100,0.05354953184723854
6150,0.05353120341897011
6200,0.052126675844192505
6250,0.051516979932785034
6300,0.05241097882390022
6350,0.05314338579773903
6400,0.053263310343027115
6450,0.05079478770494461
6500,0.052435118705034256
6550,0.052897702902555466
6600,0.05112379044294357
6650,0.052308764308691025
6700,0.05300171300768852
6750,0.05269506573677063
6800,0.054148826748132706
6850,0.053615935146808624
6900,0.05081722140312195
6950,0.052450332790613174
7000,0.05163253843784332
7050,0.05347215756773949
7100,0.053271546959877014
7150,0.05128112807869911
7200,0.0530923530459404
7250,0.05370014160871506
7300,0.05197333171963692
7350,0.05093345418572426
7400,0.0541912317276001
7450,0.05250415578484535
7500,0.0516679510474205
7550,0.051080115139484406
7600,0.051800478249788284
7650,0.051626287400722504
7700,0.051419053226709366
7750,0.053433194756507874
7800,0.05194278806447983
7850,0.052892643958330154
7900,0.0523335225880146
7950,0.05336573347449303
8000,0.05058250576257706
8050,0.05438223108649254
8100,0.05155866593122482
8150,0.051959648728370667
8200,0.05130258947610855
8250,0.0527922697365284
8300,0.052672188729047775
8350,0.05153454467654228
8400,0.051362961530685425
8450,0.05210135504603386
8500,0.05013352632522583
8550,0.051738083362579346
8600,0.05103852599859238
8650,0.05148546025156975
8700,0.051338814198970795
8750,0.05158537998795509
8800,0.04971717670559883
8850,0.050830185413360596
8900,0.04955712705850601
